,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
5918,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2770-albamar-in-2-independencia-lima-lima-albamar-grupo-inmobiliario,Albamar | IN+2,-11.992681034211046,-77.05753431471544,Av Gerardo Unger 3601,Independencia,En construcción,"31 de Agosto, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,10B,"Pisos: 5, 7, 11",3,67.70 m2,"S/ 306,300"
4846,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario,Albamar | Re+,-12.0483111,-77.06417139999999,"Av. Oscar R. Benavides 1740, Cercado de lima",Cercado de lima,En planos,"31 de Diciembre, 2026",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 2,Pisos: Entre 3 al 23,3,65.94 m2,"S/ 326,000"
3741,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3313-la-fuente-281-san-isidro-lima-lima-tale-inmobiliaria,La Fuente 281,-12.1028277,-77.0566375,"Calle General La Fuente 281, San Isidro",San Isidro,En planos,"30 de Septiembre, 2025",Otros,"['Lobby', 'Terraza']",flat,X103,Piso: 1,3,220.00 m2,"$ 513,700"
4932,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2504-varela-living-bre%C3%B1a-lima-lima-grupo-tyc,VARELA LIVING,-12.0670046,-77.0528144,General Felipe Varela 1960,Breña,Entrega inmediata,"31 de Marzo, 2022",Financiamiento Propio,"['Área de juegos para niños', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,TIPO 3B,Piso: 16,1,83.45 m2,"S/ 529,095"
3631,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 73,Piso: 3,3,54.74 m2,"S/ 85,695"
3681,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 153,Piso: 3,3,54.87 m2,"S/ 85,695"
1687,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3119-hercelles-la-victoria-lima-lima-balance-grupo-inmobiliario,HERCELLES,-12.0868088,-77.0229109,Jirón Oswaldo Hercelles 266,La Victoria,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Lobby', 'Sala de usos Múltiples', 'Otros']",flat,104,Piso: 1,3,71.44 m2,"S/ 498,000"
2563,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3392-cross-lince-lima-lima-granadero-inmobiliaria,Cross,-12.0868658,-77.0285372,"Calle Las Lilas 104, Esquina con Av. Prolongación Iquitos 2301.",Lince,En planos,"31 de Diciembre, 2026",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 1 - SIN BALCÓN,Pisos: Entre 2 al 22,3,62.85 m2,"S/ 471,375"
3053,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2936-litoral-900-miraflores-lima-lima-mirano,Litoral 900,-12.1130319,-77.0482391,"Av. del Ejercito 890, Miraflores.",Miraflores,En construcción,"30 de Junio, 2026",BBVA,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X09,Pisos: Entre 3 al 12,2,65.37 m2,"$ 155,712"
2415,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3250-albamar-park-town-miraflores-lima-lima-albamar-grupo-inmobiliario,Albamar | Park Town,-12.1252591,-77.02314779999999,"Av. Casimiro Ulloa 490, Miraflores",Miraflores,En planos,"30 de Junio, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,Tipo 2,Pisos: Entre 2 al 16,2,60.86 m2,"S/ 593,700"
6464,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2200-malecon-la-paz-miraflores-lima-lima-aurora-grupo-inmobiliario,Malecón La Paz,-12.1329768,-77.02532479999999,Av. La Paz 1455,Miraflores,Entrega inmediata,"31 de Enero, 2024",BBVA,[],duplex,Penthouse 3,Piso: 8,1,141.00 m2,"$ 316,800"
870,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T1X04,Pisos: Entre 4 al 14,3,67.85 m2,"S/ 323,000"
4447,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3024-castellana-173-santiago-de-surco-lima-lima-ee-inmobiliaria,Castellana 173,-12.1304268,-77.0014315,Av. La Castellana 173,Santiago De Surco,En construcción,"30 de Abril, 2025",Banco BANBIF,"['Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 806,Piso: 8,2,43.84 m2,"$ 89,000"
145,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3380-los-bambues-125-pueblo-libre-lima-lima-lyg-inmobiliaria,Los Bambúes 125,-12.075326942193248,-77.07395068908144,"Calle Los Bambúes 125, Pueblo Libre",Pueblo Libre,En planos,"30 de Septiembre, 2025",Banco BCP,"['Lobby', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO A,Piso: 1,1,44.00 m2,"S/ 266,000"
1700,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3252-lienzo-park-live-pueblo-libre-lima-lima-ms-inmobiliaria,LIENZO PARK & LIVE,-12.0771457,-77.0692491,Calle Daniel Hernandez 925-927-931-935,Pueblo Libre,En planos,"31 de Julio, 2025",Otros,"['Areas verdes', 'Lobby', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,TIPO 3,Piso: 11,3,155.10 m2,"S/ 999,000"
4016,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3235-ako-san-miguel-lima-lima-reyna-grupo-inmobiliario,AKO,-12.089302098619292,-77.08310993479519,Jr. Arica 859,San Miguel,En planos,"30 de Octubre, 2025",Financiamiento Propio,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,Tipologia 3,"Pisos: 2, 3, 5, 6",3,70.30 m2,"S/ 515,061"
2181,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1918-muvin-lince-lima-lima-cosapi,MUVIN,-12.08216994328835,-77.02847027765532,Av. Prolongación Iquitos 1870,Lince,Entrega inmediata,"30 de Abril, 2024",Banco BANBIF,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,Departamento tipo 2001,Piso: 20,3,118.31 m2,"S/ 918,219"
4513,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3167-hometown-condominio-san-borja-lima-lima-esparq-inversiones,Hometown Condominio,-12.0940626,-76.9894345,Durero 490 san borja,San Borja,En construcción,"30 de Mayo, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet']",flat,JARDIN TIPO 12I,Piso: 1,2,141.88 m2,"$ 253,000"
1760,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3359-insight-san-isidro-lima-lima-conforta-inmobiliaria,INSIGHT,-12.0955087,-77.0128064,Galvez barrenechea 465 san isidro,San Isidro,En planos,"31 de Agosto, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,B,"Pisos: 3, 4, 5, 6",2,49.80 m2,"$ 112,000"
2320,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3400-flexi-ii-santiago-de-surco-lima-lima-central-inmobiliaria,FLEXI II,-12.1326983,-77.0119821,Guadalajara 243,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,['Lobby'],flat,S1,Piso: 1,2,87.87 m2,"S/ 701,000"
713,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2322-las-palmas-chorrillos-2-chorrillos-lima-lima-besco,Las Palmas Chorrillos 2,-12.17238,-76.9961957,"Jirón Pléyades Nº372, Urb. La Campiña., Límite con Surco.",Chorrillos,Entrega inmediata,"23 de Diciembre, 2023",Banco Interbank,"['Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TORRE 1-1erPiso-TIPO 9,Piso: 1,3,65.90 m2,"S/ 319,100"
3456,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3321-centriqo-club-condominio-ecoamigable-cercado-de-lima-lima-lima-besco,CENTRIQO CLUB CONDOMINIO ECOAMIGABLE,-12.0574916,-77.0658071,Av. Republica De Venezuela 2505,Cercado de lima,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Cancha de Fulbito', 'Club House', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",duplex,TORRE 8-DUPLEX-TIPO 5,Piso: 12,3,141.31 m2,"S/ 435,100"
5961,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2763-belisario-967-lince-lima-lima-grupo-sol,Belisario 967,-12.0832017,-77.0444768,Jiron Belisario flores 967 - 973,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,801,Piso: 8,3,80.36 m2,"S/ 565,000"
3909,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2261-vista-marina-356-chorrillos-lima-lima-tale-inmobiliaria,VISTA MARINA 356,-12.1591315,-77.024261,Malecón Costa Sur 356,Chorrillos,Entrega inmediata,"31 de Julio, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza']",flat,X01-B,"Pisos: 3, 5, 11",3,148.32 m2,"$ 419,000"
323,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria,CENTRAL PARK,-12.078525,-77.036408,Av. Arenales 1387,Cercado de lima,En construcción,"31 de Julio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 9,"Pisos: 19, 20, 22",3,66.15 m2,"S/ 499,800"
5098,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2580-aldana-bella-la-victoria-lima-lima-stella-inmobiliaria,ALDANA BELLA,-12.0863505,-77.010325,AV LUIS ALDANA 255-257,La Victoria,En construcción,"31 de Agosto, 2024",Banco BCP,"['Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,Tipo A,Piso: 1,2,48.33 m2,"S/ 413,897"
4772,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2819-aliaga-750-magdalena-del-mar-lima-lima-v&v-grupo-inmobiliario,ALIAGA 750,-12.0907667,-77.0577393,juan de aliaga 750,Magdalena Del Mar,En planos,"31 de Julio, 2026",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Zona de Lavandería', 'Zona de Parrillas']",flat,205,Piso: 2,1,39.50 m2,"S/ 370,000"
1905,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,SAU-A-3107 AL 3307,"Pisos: 31, 32, 33",3,72.24 m2,"S/ 444,136"
6390,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2635-art-28-miraflores-lima-lima-edifica,ART 28,-12.1282224,-77.0255233,Av. 28 Julio 815 Miraflores,Miraflores,En construcción,"31 de Enero, 2025",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",flat,3,"Pisos: 11, 12, 13, 14",1,41.07 m2,"S/ 520,345"
5660,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2621-basadre-1310-san-isidro-lima-lima-fundamenta,Basadre 1310,-12.0957467,-77.0450445,Av. Jorge Basadre 1310 San Isidro,San Isidro,En construcción,"30 de Abril, 2025",Banco BCP,"['Jardin interior', 'Lobby', 'Sala Bar']",duplex,TIPOLOGIA 12,Piso: 10,2,214.70 m2,"S/ 1,985,182"
2804,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2452-soil-pueblo-libre-pueblo-libre-lima-lima-verdant-inmobiliaria,Soil Pueblo Libre,-12.0838136,-77.0657512,Av. La Marina 425,Pueblo Libre,En construcción,"30 de Junio, 2025",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Minimarket', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,2-E,Piso: 16,2,61.78 m2,"S/ 423,163"
3108,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1646-edificio-liri-pueblo-libre-pueblo-libre-lima-lima-grupo-mg,Edificio Liri - Pueblo Libre,-12.0842128,-77.0675432,Av Antonio José de Sucre 1301,Pueblo Libre,Entrega inmediata,"31 de Octubre, 2022","Banco BANBIF, Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,5,Pisos: 3 y 17,2,63.00 m2,"S/ 391,000"
2568,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3392-cross-lince-lima-lima-granadero-inmobiliaria,Cross,-12.0868658,-77.0285372,"Calle Las Lilas 104, Esquina con Av. Prolongación Iquitos 2301.",Lince,En planos,"31 de Diciembre, 2026",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 1 - CON BALCÓN,Pisos: Entre 3 al 21,3,63.74 m2,"S/ 481,745"
1347,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2767-iconik-park-cercado-de-lima-lima-lima-ciudaris,Iconik Park,-12.075364,-77.0335688,Mariano Carranza 436,Cercado de lima,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,Tipo 4,Pisos: Entre 3 al 14,2,54.15 m2,"S/ 369,000"
4613,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,Central Home Chacarilla,-12.112760461149128,-76.99036037001652,Cl. Monterrey 319,Santiago De Surco,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 1501,Piso: 15,3,76.21 m2,"$ 150,000"
760,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2211-roosevelt-5591-miraflores-lima-lima-v&v-grupo-inmobiliario,ROOSEVELT 5591,-12.119809631210227,-77.01812982114635,Av. Roosevelt 5591 - miraflores,Miraflores,En construcción,"31 de Octubre, 2024",Banco Scotiabank,"['Piscina', 'Sala Bar', 'Salon Gourmet', 'Zona de Parrillas']",flat,Tipo 102,Piso: 1,2,65.22 m2,"S/ 521,000"
829,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1689-muv-santiago-de-surco-lima-lima-arquimia,MUV,-12.101978647090483,-76.96451699244943,"Av. Nicolas Rodrigo 250, Monterrico",Santiago De Surco,Entrega inmediata,"30 de Abril, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Boulevard peatonal', 'Cancha de Squash', 'Cancha de Tenis', 'Club House', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Sauna', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 3B,Piso:,3,110.07 m2,"S/ 956,970"
1881,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,SAU-A-3306,Piso: 33,2,59.06 m2,"S/ 372,985"
4604,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,Central Home Chacarilla,-12.112760461149128,-76.99036037001652,Cl. Monterrey 319,Santiago De Surco,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 1302,Piso: 13,1,46.25 m2,"$ 99,000"
274,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3372-residencial-lobo-san-borja-lima-lima-grupo-dicon,RESIDENCIAL LOBO,-12.106591,-76.9846506,Jr Hrno Lobo N°511 Esquina con Av Velasco Astete,San Borja,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Areas verdes', 'Lobby', 'Otros']",duplex,TIPO 18-D,Piso: 5,3,185.34 m2,"$ 318,471"
772,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2295-residencial-real-la-victoria-lima-lima-paz,Residencial Real,-12.0729018,-77.03024309999999,Av. Paseo de la República 1233,La Victoria,En construcción,"30 de Junio, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,6,Pisos: 11 y 13,2,53.72 m2,"S/ 312,014"
5304,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3215-urban-heights-miraflores-lima-lima-edifica,Urban Heights,-12.1289342,-77.0225608,Avenida Paseo De La Republica 6143,Miraflores,En planos,"01 de Junio, 2026",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",flat,B4,Pisos: Entre 5 al 20,1,62.80 m2,"S/ 580,921"
3527,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2998-preminenza-san-isidro-lima-lima-urbana-per%C3%BA,Preminenza,-12.092518,-77.0364625,Avenida Javier Prado Oeste 430 - 470,San Isidro,En planos,"30 de Julio, 2026",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,Y09,Piso: 17,2,100.87 m2,"S/ 802,286"
4503,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3223-paseo-jazmines-lince-lima-lima-grupo-sol,PASEO JAZMINES,-12.0895072,-77.02482959999999,Jr. Los Jazmines 516,Lince,En construcción,"01 de Septiembre, 2025",Banco BCP,"['Areas verdes', 'Lobby']",duplex,1002,Piso: 10,4,151.21 m2,"S/ 1,010,000"
696,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3319-san-borja-sur-985-san-borja-lima-lima-ee-inmobiliaria,San Borja Sur 985,-12.1000763,-76.9932627,Av. San Borja Sur N° 985,San Borja,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Dpto. 603 - 703 - 803,"Pisos: 6, 7, 8",3,89.24 m2,"S/ 645,000"
3761,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3285-bolona-256-miraflores-lima-lima-ee-inmobiliaria,Boloña 256,-12.1211869,-77.0191803,Av. Monseñor Roca y Boloña 256,Miraflores,En planos,"31 de Agosto, 2025",Banco BCP,['Lobby'],flat,SS 01,Piso: 1,2,91.86 m2,"$ 175,000"
2125,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2281-nobel-magdalena-del-mar-lima-lima-amma-inmobiliaria,NOBEL,-12.0931465,-77.0598143,Av. Javier Prado 881,Magdalena Del Mar,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 9,Pisos: Entre 2 al 22,2,60.33 m2,"S/ 564,188"
5147,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Amaranta,-12.0720557,-77.0628819,Av Bolivar 959,Pueblo Libre,En construcción,"30 de Enero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,AMT - 304 y 404,Pisos: 3 y 4,3,78.48 m2,"S/ 504,994"
5442,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3017-ascenza-pueblo-libre-lima-lima-fcm-construcciones,Ascenza,-12.0679143,-77.06946390000002,Av. Mariano Cornejo 1685,Pueblo Libre,En planos,"30 de Septiembre, 2025",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,T05,Pisos: Entre 2 al 14,2,56.85 m2,"S/ 343,900"
